Project, Merge_Scenarios, Conflicting_Scenarios_Non_Java_Only, Conflicting_Scenarios_Java, ModifierList, ModifierListDS, ModifierListCL, ModifierListIFP, DefaultValueAnnotation, DefaultValueAnnotationDS, DefaultValueAnnotationCL, DefaultValueAnnotationIFP, ImplementList, ImplementListDS, ImplementListCL, ImplementListIFP, EditSameMC, EditSameMCDS, EditSameMCCL, EditSameMCIFP, AddSameFd, AddSameFdDS, AddSameFdCL, AddSameFdIFP, EditSameFd, EditSameFdDS, EditSameFdCL, EditSameFdIFP, SameSignatureCM, SameSignatureCMDS, SameSignatureCMCL, SameSignatureCMIFP, ExtendsList, ExtendsListDS, ExtendsListCL, ExtendsListIFP, NOPATTERN, smallMethod, smallMethodDS, renamedMethod, renamedMethodDS, copiedMethod, copiedMethodDS, copiedFile, copiedFileDS, noPattern, noPatternDS, PossibleRenamings
picasso, 346, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
netty, 60, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
solo, 171, 10, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 3, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
OpenRefine, 119, 6, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 15, 3, 3, 3, 0, 0, 2, 0, 0, 0, 124, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 37, 0, 0, 9
SimianArmy, 209, 5, 17, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 11
sms-backup-plus, 67, 3, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
mongo-java-driver, 186, 2, 21, 17, 70, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1054, 110, 22, 4, 0, 0, 0, 0, 71, 1, 0, 0, 3, 1, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1004
worldedit, 80, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
roboguice, 79, 10, 14, 13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 7, 8, 1, 0, 0, 0, 0, 33, 1, 0, 0, 14, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 62
yuicompressor, 83, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mustache.java, 119, 9, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
nokogiri, 389, 46, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Rajawali, 361, 2, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 33, 8, 1, 0, 0, 0, 0, 10, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 90
retrofit, 506, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
nutz, 433, 2, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 4, 8, 3, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
rundeck, 599, 35, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
opentripplanner, 405, 3, 48, 45, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 236, 30, 63, 13, 1, 0, 0, 0, 6, 0, 0, 0, 55, 3, 0, 0, 0, 0, 0, 0, 0, 10, 2, 4, 0, 0, 0, 40, 1, 1, 0, 87
storm, 791, 106, 23, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 4, 16, 2, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
robolectric, 1625, 6, 79, 60, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498, 200, 77, 37, 8, 0, 0, 0, 25, 3, 0, 0, 179, 23, 0, 0, 3, 0, 0, 0, 0, 93, 17, 0, 0, 5, 1, 69, 5, 12, 0, 271
todo.txt-android, 56, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
robospice, 55, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
deeplearning4j, 956, 9, 49, 40, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 99, 18, 22, 6, 2, 0, 0, 0, 3, 0, 0, 0, 12, 3, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 5, 1, 4, 0, 1, 0, 43
RxJava, 1410, 12, 23, 19, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 48, 18, 18, 16, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 22
gocd, 1042, 18, 18, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 5, 6, 1, 0, 0, 0, 0, 6, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 50
orientdb, 1394, 13, 105, 86, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 466, 71, 94, 10, 9, 8, 0, 0, 87, 65, 0, 0, 40, 18, 0, 0, 1, 0, 0, 0, 0, 12, 6, 1, 0, 9, 5, 16, 7, 2, 0, 169
spring-boot, 1307, 151, 96, 70, 21, 5, 0, 0, 0, 0, 0, 0, 21, 21, 0, 0, 456, 326, 119, 79, 1, 0, 0, 0, 8, 5, 0, 0, 11, 1, 0, 0, 7, 7, 0, 0, 0, 3, 1, 0, 0, 5, 0, 1, 0, 2, 0, 249
spring-integration-samples, 83, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
elasticsearch, 2435, 22, 142, 133, 3, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 766, 51, 73, 30, 1, 0, 0, 0, 18, 0, 0, 0, 12, 1, 0, 0, 22, 0, 0, 0, 0, 5, 1, 2, 0, 1, 0, 0, 0, 4, 0, 637
voldemort, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
voldemort, 487, 8, 55, 50, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 310, 71, 95, 22, 3, 0, 0, 0, 8, 2, 0, 0, 26, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 22, 7, 0, 0, 74
andlytics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
async-http-client, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
BroadleafCommerce, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
k-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
realm-java, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
infinispan, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
andlytics, 562, 5, 13, 10, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 7, 9, 2, 0, 0, 0, 0, 11, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 16
async-http-client, 266, 2, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2
andlytics, 562, 5, 13, 10, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 7, 9, 2, 0, 0, 0, 0, 11, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 16
async-http-client, 266, 2, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2
andlytics, 562, 5, 13, 10, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 7, 9, 2, 0, 0, 0, 0, 11, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 16
async-http-client, 266, 2, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2
BroadleafCommerce, 1057, 89, 144, 120, 12, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 449, 66, 96, 15, 2, 0, 0, 0, 32, 6, 0, 0, 30, 1, 0, 0, 0, 0, 0, 0, 0, 18, 1, 3, 0, 3, 0, 6, 0, 0, 0, 144
k-9, 561, 4, 31, 27, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 120, 8, 18, 3, 0, 0, 0, 0, 9, 1, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 1, 0, 82
realm-java, 1264, 116, 112, 93, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 468, 101, 145, 59, 3, 0, 0, 0, 16, 4, 0, 0, 31, 6, 0, 0, 1, 0, 0, 0, 0, 8, 6, 0, 0, 10, 0, 8, 0, 5, 0, 193
infinispan, 23, 0, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
jitsi, 92, 6, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 3, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 7
Activiti, 860, 14, 28, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 6, 17, 3, 1, 0, 0, 0, 3, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 2, 0, 0, 1, 0, 60
AndEngine, 114, 0, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 5, 1, 0, 0, 7
realm-java, 691, 62, 29, 27, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 599, 35, 12, 1, 0, 0, 0, 0, 24, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 12, 0, 0, 0, 568
astyanax, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bukkit, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cgeo, 107, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
clojure, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
curator, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cxf, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
astyanax, 177, 5, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
Bukkit, 19, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 23, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 26
cgeo, 2120, 66, 104, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 7, 62, 6, 0, 0, 0, 0, 20, 2, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 2, 0, 2, 0, 1, 0, 93
clojure, 40, 2, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
curator, 245, 8, 11, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 4, 0, 0, 0, 0, 0, 4, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 9
cxf, 128, 0, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 4, 0, 1, 0, 11
databus, 61, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
droidparts, 105, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1
elasticsearch-river-mongodb, 121, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
Equivalent-Exchange-3, 387, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
eureka, 379, 11, 17, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 4, 14, 2, 0, 0, 0, 0, 4, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 13
exhibitor, 116, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
fastjson, 207, 2, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 4
FBReaderJ, 1308, 32, 161, 131, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 17, 43, 2, 5, 0, 0, 0, 5, 0, 0, 0, 97, 2, 0, 0, 0, 0, 0, 0, 0, 16, 0, 7, 2, 8, 0, 61, 0, 5, 0, 111
ghostdriver, 96, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
go-lang-idea-plugin, 181, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
groovy-core, 671, 13, 38, 33, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 43, 9, 1, 0, 0, 0, 0, 4, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 1, 0, 93
hector, 406, 4, 47, 39, 7, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 420, 33, 75, 17, 1, 1, 0, 0, 51, 0, 0, 0, 25, 0, 0, 0, 21, 0, 0, 0, 1, 7, 0, 6, 0, 0, 0, 11, 0, 1, 0, 255
hive, 243, 27, 81, 73, 22, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 403, 18, 71, 7, 3, 1, 0, 0, 38, 1, 0, 0, 44, 13, 0, 0, 0, 0, 0, 0, 1, 9, 3, 3, 0, 22, 10, 8, 0, 2, 0, 222
Kundera, 619, 11, 72, 60, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 474, 131, 97, 34, 1, 0, 0, 0, 12, 0, 0, 0, 17, 5, 0, 0, 0, 0, 0, 0, 0, 4, 1, 4, 3, 4, 1, 4, 0, 1, 0, 233
lombok, 129, 7, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 5, 24, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7
mct, 198, 2, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 4, 27, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
mongo-hadoop, 92, 4, 10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 2, 6, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
StickyListHeaders, 97, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 55, 12, 9, 2, 0, 0, 0, 0, 3, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 0, 28
robovm, 285, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
scribe-java, 91, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
SlidingMenu, 51, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
reactor, 208, 3, 14, 11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 15, 15, 8, 4, 0, 0, 0, 11, 6, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 6, 0, 2, 0, 26
robotium, 68, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scribe-java, 91, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
SlidingMenu, 51, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
robovm, 399, 1, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2
tachyon, 4610, 97, 422, 354, 1183, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2703, 232, 470, 44, 4, 0, 0, 0, 383, 4, 0, 0, 59, 6, 0, 0, 2, 0, 0, 0, 0, 7, 1, 1, 0, 0, 0, 47, 5, 4, 0, 1526
titan, 491, 17, 70, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 298, 48, 101, 18, 5, 0, 0, 0, 21, 1, 0, 0, 19, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 1, 0, 6, 0, 7, 0, 1, 0, 90
